id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
100128,100453,194093,7796,,37Gam Cyg,Sadr,20.370473,40.256679,561.7978,2.43,-0.93,-8,2.23,-6.518,F8Ib,0.673,249.318228,-348.795593,363.040966,0.0000027,0.0000076,-0.00000722,5.33297725508351,0.702611597548289,0.0000000117809724,-0.000000004508767,Gam,37,Cyg,1,100128,,35253.3181195886,,,
100425,100751,193924,7790,,Alp Pav,Peacock,20.427459,-56.73509,54.8246,7.71,-86.15,2,1.94,-1.755,B2IV,-0.118,17.850262,-24.200974,-45.841245,-0.00000905,0.00001572,-0.00001427,5.34789637906743,-0.990214121586119,0.0000000373791348,-0.000000417666985,Alp,,Pav,1,100425,,438.530697774986,,,
101095,101421,195810,7852,,2Eps Del,Aldulfin,20.553547,11.303263,101.3171,10.75,-28.54,-19,4.03,-0.998,B6III,-0.123,61.580495,-77.965441,19.858319,-0.00000596,0.00001607,-0.00001755,5.38090614902787,0.19727915129904,0.0000000521174707,-0.000000138365824,Eps,2,Del,1,101095,,218.373532760217,,,
101442,101769,196524,7882,,6Bet Del,Rotanev,20.625816,14.595087,30.931,118.28,-47.65,-23,3.64,1.188,F5IV,0.425,18.994041,-23.134214,7.794139,0.00000041,0.00002746,-0.00001284,5.39982607757919,0.254732323629967,0.0000005734376214,-0.000000231013718,Bet,6,Del,1,101442,,29.1608379852123,,,
101629,101958,196867,7906,,9Alp Del,Sualocin,20.660635,15.912072,77.821,54.14,7.91,-3,3.77,-0.685,B9V,-0.057,48.015095,-57.406003,21.335542,0.00001325,0.00001599,0.00000203,5.40894159668361,0.277718045551667,0.0000002624781267,0.000000038348762,Alp,9,Del,1,101629,,163.681652142781,,,
101767,102098,197345,7924,,50Alp Cyg,Deneb,20.690532,45.280338,432.9004,1.56,1.55,-5,1.25,-6.932,A2Ia,0.092,197.250632,-232.113407,307.600832,-0.00000133,0.00000662,-0.00000134,5.41676854217707,0.790290982752855,0.0000000075630934,0.000000007514612,Alp,50,Cyg,1,101767,,51617.8605496673,Alp,1.294,1.224
102157,102488,197989,7949,Gl 806.1A,53Eps Cyg,Aljanah,20.770178,33.970256,22.2916,356.16,330.28,-10.9,2.48,0.739,K0III,1.021,12.262597,-13.834612,12.455654,0.00000944,0.00004737,0.00002337,5.43761981873354,0.59289281587296,0.0000017267124047,0.000001601242624,Eps,53,Cyg,1,102157,Gl 806.1,44.0960816450638,,,
102287,102618,198001,7950,,2Eps Aqr,Albali,20.794598,-9.495776,63.6943,31.89,-35.32,-16,3.78,-0.241,A1V,0,41.969653,-46.744809,-10.507937,-0.00000466,0.00001993,-0.00000806,5.44401290081197,-0.165732550316671,0.0000001546070827,-0.000000171236191,Eps,2,Aqr,1,102287,,108.742671954624,,,
103195,103527,199665,8030,,18    Del,Musica,20.973871,10.839286,75.3012,-47.95,-34.35,0,5.51,1.126,G6III:,0.934,51.937043,-52.652515,14.160751,-0.00001081,-0.00001397,-0.00001232,5.4909465359036,0.189181228831884,-0.0000002324681598,-0.000000166533499,,18,Del,1,103195,,30.8745047558745,,,
104046,104382,177482,7228,,Sig Oct,Polaris Australis,21.146119,-88.956499,86.1326,25.96,5.02,12,5.45,0.774,F0III,0.283,1.150845,-1.065873,-86.118423,0.00000907,0.00000638,-0.00001223,5.53604106325428,-1.5525837960456,0.0000001258576315,0.000000024337646,Sig,,Oct,1,104046,,42.6972594048034,Sig,5.483,5.423
104442,104780,,,,,Solaris,21.226663,14.689387,48.3559,236.44,1.2,0,9.78,6.358,K5,1.611,34.978517,-31.055419,12.26203,0.00003675,0.00004149,0.00000027,5.55712739006783,0.256378171905435,0.0000011462934663,0.000000005817764,,,Peg,1,104442,,0.249344618809783,,,
104649,104987,202447,8131,,8Alp Equ,Kitalpha,21.263731,5.247845,58.3431,59.63,-94.33,-16,3.92,0.09,G0III+...,0.549,43.818116,-38.149671,5.336289,0.00000063,0.00002182,-0.00002806,5.56683174357598,0.09159216640849,0.0000002890943977,-0.000000457324744,Alp,8,Equ,1,104649,,80.1678063387679,,,
104751,105090,202560,,Gl 825,,Lacaille 8760,21.287725,-38.867362,3.9462,-3259,-1146.99,28.2,6.69,8.709,M1/M2V,1.397,2.330004,-2.003156,-2.476477,-0.00003405,-0.00005295,-0.00003518,5.57311337431882,-0.678363442688797,-0.0000158000778493,-0.000005560764434,,,Mic,1,104751,,0.0286022369395428,AX,6.707,6.667
104861,105199,203280,8162,Gl 826,5Alp Cep,Alderamin,21.30963,62.585573,15.0376,149.91,48.27,-11.5,2.45,1.564,A7IV-V,0.257,5.276111,-4.483201,13.348778,0.00000057,0.00001386,-0.00000882,5.57884815236165,1.09232430467118,0.0000007267841885,0.000000234019563,Alp,5,Cep,1,104861,,20.6252869784657,,,
105691,106032,205021,8238,,8Bet Cep,Alfirk,21.477662,70.560716,210.084,12.6,8.73,-8,3.23,-3.382,B2IIIv SB,-0.201,55.219515,-42.886719,198.108029,-0.0000009,0.00001695,-0.00000476,5.62283869650708,1.23151681533705,0.0000000610865238,0.000000042324234,Bet,8,Cep,1,105691,,1962.45632417369,Bet,3.257,3.207
105936,106278,204867,8232,,22Bet Aqr,Sadalsuud,21.525982,-5.571172,164.7446,22.79,-6.7,7,2.9,-3.184,G0Ib,0.828,130.759282,-98.929336,-15.993766,0.00001625,0.00001053,-0.00000602,5.63548881177908,-0.097235298222015,0.0000001104890378,-0.000000032482516,Bet,22,Aqr,1,105936,,1635.30965174458,,,
106444,106786,205767,8264,,23Xi  Aqr,Bunda,21.629197,-7.854201,54.7645,114.29,-24.44,-21,4.68,0.988,A7V,0.175,44.13209,-31.551274,-7.483694,-0.00000038,0.00003757,-0.00000349,5.66251048931861,-0.137081675774051,0.0000005540935555,-0.000000118488463,Xi,23,Aqr,1,106444,,35.0590383932613,,,
106481,106824,205739,,,,Sāmaya,21.635668,-31.737485,107.7586,23.46,-82.19,0,8.56,3.398,F7V,0.546,74.642254,-53.172993,-56.684058,-0.00001128,0.00002309,-0.00003651,5.66420450720128,-0.553923604598185,0.0000001137372895,-0.000000398468364,,,PsA,1,106481,,3.80890376498135,,,
106642,106985,206088,8278,GJ 4209,40Gam Cap,Nashira,21.668181,-16.662308,48.1464,187.39,-22.33,-31.2,3.69,0.277,A7III:mp...,0.32,37.793496,-26.44095,-13.804954,-0.0000012,0.00005422,0.00000416,5.67271650930812,-0.290812129265323,0.000000908492356,-0.000000108258894,Gam,40,Cap,1,106642,,67.4838730870757,Gam,3.694,3.684
106795,107136,206672,8301,,80Pi 1Cyg,Azelfafage,21.701573,51.189622,529.1005,5.25,-2.11,-8,4.69,-3.928,B3IV,-0.119,273.366682,-187.713963,412.287993,0.00000687,0.00001162,-0.00000977,5.68145851371128,0.89342744449128,0.0000000254527182,-0.000000010229568,Pi-1,80,Cyg,1,106795,,3244.89015660536,,,
106908,107251,206610,,,,Bosona,21.723583,-7.408253,193.7984,3.19,2.3,0,8.34,1.903,K0,1.009,159.050184,-107.872405,-24.988061,0.00000191,0.00000232,0.00000214,5.68722084832362,-0.129298399431253,0.0000000154655564,0.000000011150714,,,Aqr,1,106908,,15.0938489665495,,,
106972,107315,206778,8308,,8Eps Peg,Enif,21.736433,9.875011,211.4165,30.02,1.38,5,2.38,-4.246,K2Ibvar,1.52,172.769915,-116.330918,36.25782,0.00002116,0.00002284,0.00000227,5.69058477548434,0.172351459541245,0.0000001455410669,0.000000006690428,Eps,8,Peg,1,106972,,4349.10607232454,Eps,2.404,2.364
107213,107556,207098,8322,Gl 837,49Del Cap,Deneb Algedi,21.784011,-16.127286,11.8666,263.26,-296.23,-6.3,2.85,2.478,A5mF2 (IV),0.18,9.534405,-6.248606,-3.296196,-0.00000083,0.00001865,-0.00001458,5.70304068080433,-0.281474238431194,0.0000012763204954,-0.000001436163565,Del,49,Cap,1,107213,,8.8879171988482,Del,2.93,2.82
107742,108085,207971,8353,,Gam Gru,Aldhanab,21.898808,-37.364852,64.7249,95.88,-12.1,-2,3,-1.055,B8III,-0.084,43.853581,-26.892269,-39.28078,0.00001238,0.0000277,-0.00000178,5.73309460934437,-0.652139696296481,0.0000004648393569,-0.000000058662455,Gam,,Gru,1,107742,,230.144181740851,,,
108030,108375,208487,,,,Itonda,21.955509,-37.763621,45.8505,101.45,-117.99,0,7.47,4.163,G2V:,0.568,31.177482,-18.487777,-28.079086,-0.00000231,0.00002759,-0.00002073,5.74793878363044,-0.659099531277034,0.0000004918434789,-0.000000572031661,,,Gru,1,108030,,1.88278183673468,,,
108573,108917,209790,8417,,17Xi  Cep,Kurhah,22.063135,64.627971,29.5946,214.46,89.29,-6,4.26,1.904,Am,0.379,11.085515,-6.15803,26.739992,0.00000253,0.00003379,-0.00000006,5.77611529964992,1.12797088578868,0.0000010397314193,0.000000432890135,Xi,17,Cep,1,108573,,15.0799534180179,,,
108728,109074,209750,8414,,34Alp Aqr,Sadalmelik,22.096399,-0.319851,160.5136,17.9,-9.93,8,2.95,-3.078,G2Ib,0.969,140.987693,-76.722268,-0.896054,0.00001381,0.00000834,-0.00000777,5.78482367433943,-0.0055824472424825,0.0000000867816488,-0.000000048141998,Alp,34,Aqr,1,108728,,1483.20096718187,,,
108922,109268,209952,8425,Gl 848.2,Alp Gru,Alnair,22.137209,-46.960975,30.9693,127.6,-147.91,10.9,1.73,-0.725,B7IV,-0.07,18.672505,-9.904001,-22.635193,0.00000136,0.00002096,-0.0000233,5.79550764294474,-0.819623639519248,0.0000006186222564,-0.000000717087914,Alp,,Gru,1,108922,,169.824365246174,,,
109081,109427,210418,8450,GJ 9771,26The Peg,Biham,22.169996,6.197865,28.2965,281.96,31.23,-7.9,3.52,1.261,A2V,0.086,24.963846,-12.967714,3.054948,0.00001029,0.00003824,0.00000339,5.80409127308072,0.10817314881398,0.0000013669806537,0.000000151407312,The,26,Peg,1,109081,,27.2646545852901,,,
109657,110003,211391,8499,,43The Aqr,Ancha,22.280565,-7.78329,57.4713,118.95,-21.91,-15,4.17,0.373,G8III-IV,0.979,51.269356,-24.775209,-7.783126,-0.00000001,0.00003681,-0.00000397,5.83303839600139,-0.135844042448424,0.000000576685873,-0.000000106222677,The,43,Aqr,1,109657,,61.773185859152,,,
110049,110395,212061,8518,GJ 9779,48Gam Aqr,Sadachbia,22.360938,-1.387331,50.2008,129.24,8.9,-25.6,3.86,0.356,A0V,-0.057,45.635919,-20.880207,-1.215412,-0.00001067,0.00003947,0.0000028,5.85407976451551,-0.0242135024513512,0.0000006265732008,0.000000043148417,Gam,48,Aqr,1,110049,,62.7480161997852,,,
110467,110813,212771,,,,Lionrock,22.450854,-17.263658,131.0616,-86.69,-104.35,0,7.6,2.013,G8IV,0.882,115.004344,-49.379339,-38.895048,-0.00003981,-0.00004285,-0.00006331,5.87761979250643,-0.301307664651906,-0.0000004202849797,-0.000000505903075,,,Aqr,1,110467,,13.6395486750664,,,
110547,110893,239960,,Gl 860A,,Kruger 60,22.466642,57.695875,4.001,-870.23,-471.1,-33.3,9.59,11.579,M2V,1.613,1.968033,-0.83547,3.381486,-0.00001624,-0.00001144,-0.00003367,5.88175302280169,1.00698298237407,-0.0000042189940923,-0.000002283957249,,,Cep,1,110547,Gl 860,0.00203422974321172,DO,9.628,9.548
111359,111710,214376,8610,,63Kap Aqr,Situla,22.629273,-4.228056,65.5738,-68.36,-120.47,8,5.04,0.956,K2III,1.14,61.229681,-22.967064,-4.834534,-0.00000264,-0.00002222,-0.00003879,5.92432968808697,-0.0737934924816,-0.000000331418632,-0.00000058405504,Kap,63,Aqr,1,111359,,36.1077145100353,,,
111676,112029,214923,8634,,42Zet Peg,Homam,22.691033,10.831364,62.6566,77.38,-10.98,7,3.41,-0.575,B8.5V,-0.086,57.962157,-20.678728,11.774377,0.00001511,0.00001956,-0.00000193,5.94049862355223,0.189042971215258,0.000000375148826,-0.000000053232542,Zet,42,Peg,1,111676,,147.910838816821,,,
111768,112122,214952,8636,,Bet Gru,Tiaki,22.711115,-46.884577,54.2594,135.68,-4.51,2,2.07,-1.602,M5III,1.61,34.993484,-12.277259,-39.608199,0.00001232,0.0000335,-0.0000023,5.94575599770802,-0.81829023431959,0.0000006577952018,-0.000000021865096,Bet,,Gru,1,111768,,380.890376498135,,2.191,1.971
111804,112158,215182,8650,,44Eta Peg,Matar,22.716704,30.221245,65.703,13.11,-26.11,4,2.93,-1.158,G2II-III..,0.852,53.59916,-18.717064,33.070991,0.00000867,0.0000014,-0.00000513,5.94721932514189,0.527460231382554,0.0000000635590735,-0.000000126584851,Eta,44,Peg,1,111804,,253.04630494614,,,
111893,112247,215441,,,,Babcock's star,22.735418,55.589226,100000,4.96,-0.98,0,8.83,-11.17,A0p,0.031,53443.383418,-18369.410721,82500.724352,0.00115224,0.00214649,-0.00026848,5.95211839240914,0.970215017427228,0.0000000240467586,-0.000000004751174,,,Lac,1,111893,,2558585.88690565,GL,8.907,8.757
112389,112748,216131,8684,GJ 4298,48Mu  Peg,Sadalbari,22.833385,24.601579,32.5309,144.11,-43.44,15.3,3.51,0.949,M2III,0.933,28.209183,-8.893887,13.542862,0.00002312,0.00001654,0.00000029,5.97776608931871,0.429378558223208,0.000000698664995,-0.000000210603062,Mu,48,Peg,1,112389,,36.3412616064223,,,
112776,113136,216627,8709,,76Del Aqr,Skat,22.910837,-15.82082,49.2368,-44.08,-24.81,18,3.27,-0.191,A3V,0.066,45.459019,-13.325406,-13.423467,0.00001249,-0.00001462,-0.00001072,5.99804311607363,-0.276125402469897,-0.0000002137058704,-0.000000120282274,Del,76,Aqr,1,112776,,103.848445500827,,,
112997,113357,217014,8729,Gl 882,51    Peg,Helvetios,22.95777,20.768832,15.6079,208.06,60.96,-33.7,5.45,4.483,G5V,0.666,14.053522,-3.93265,5.534429,-0.00002837,0.00002429,-0.00000791,6.01033012515426,0.362484503996166,0.0000010087033438,0.000000295542419,,51,Peg,1,112997,,1.40216783370576,,,
113008,113368,216956,8728,Gl 881,24Alp PsA,Fomalhaut,22.960838,-29.622236,7.7036,329.22,-164.22,6.1,1.17,1.737,A3V,0.145,6.450517,-1.799476,-3.807757,0.00000561,0.0000112,-0.00000841,6.01113338390649,-0.517005551408977,0.0000015961035991,-0.000000796161026,Alp,24,PsA,1,113008,,17.5873335413557,,,
113521,113881,217906,8775,,53Bet Peg,Scheat,23.062901,28.082789,60.0962,187.76,137.61,9,2.44,-1.454,M2II-IIIvar,1.655,51.433435,-12.877612,28.290136,0.00000286,0.00005567,0.0000397,6.03785330400396,0.490137131580919,0.0000009102861666,0.000000667152105,Bet,53,Peg,1,113521,,332.353303577477,Bet,2.584,2.384
113529,113889,217891,8773,,4Bet Psc,Fumalsamakah,23.064615,3.820045,125.1564,12.86,-10.13,0.3,4.48,-1.007,B6Ve,-0.115,121.152668,-30.275882,8.338293,0.00000259,0.0000074,-0.00000611,6.03830208053659,0.0666723682732813,0.0000000623470393,-0.000000049111625,Bet,4,Psc,1,113529,,220.191221148448,,,
113603,113963,218045,8781,,54Alp Peg,Markab,23.079348,15.205264,40.8831,61.1,-42.56,-4,2.49,-0.568,B9.5III,-0.002,38.311434,-9.417123,10.722722,0.00000121,0.00001217,-0.00000921,6.04215914593514,0.265381926553857,0.0000002962211588,-0.000000206336702,Alp,54,Peg,1,113603,,146.960289897965,,,
113687,114046,217987,,Gl 887,,Lacaille 9352,23.097531,-35.853073,3.2759,6767.26,1326.66,9.5,7.35,9.773,M2/M3V,1.483,2.581532,-0.621353,-1.918773,0.00004484,0.00009974,0.00001138,6.04691953826994,-0.625754162494728,0.0000328086022788,0.000006431829174,,,PsA,1,113687,,0.0107349493580524,,,
113961,114322,218566,,GJ 4313,,Ebla,23.15298,-2.260742,28.5551,632.15,-96.23,-40.9,8.59,6.312,K3V,1.012,27.833867,-6.27534,-1.126403,-0.00002204,0.00009467,-0.00001166,6.06143592255971,-0.039457387191785,0.0000030647496816,-0.000000466536204,,,Psc,1,113961,,0.260135725665313,,,
114848,115211,,,GJ 4332,,Danfeng,23.335476,-60.065183,26.3713,-317.42,-128.94,0,11.03,8.924,M2,1.45,12.960983,-2.278056,-22.853202,-0.00002109,-0.00003749,-0.00000823,6.10921328866363,-1.04833520578914,-0.0000015388955848,-0.000000625118759,,,Tuc,1,114848,,0.0234638892446413,,11.117,10.947
114887,115250,220061,8880,,62Tau Peg,Salm,23.343956,23.740337,49.5786,30.48,-9.14,16,4.58,1.104,A5V,0.18,44.715629,-7.756411,19.960021,0.00001688,0.00000451,0.00000458,6.11143333499809,0.414347045270262,0.0000001477712098,-0.00000004431197,Tau,62,Peg,1,114887,,31.5064883297239,Tau,4.598,4.558
115258,115623,220657,8905,,68Ups Peg,Alkarab,23.422993,23.404101,52.2466,193.12,36.47,-11,4.42,0.83,F8IV,0.617,47.401961,-7.215479,20.75302,-0.00000647,0.00005046,0.00000401,6.13212516638157,0.408478621101054,0.0000009362721799,0.000000176811549,Ups,68,Peg,1,115258,,40.5508535448384,,,
115711,116076,221345,8930,,14    And,Veritate,23.52149,39.236198,79.1766,287.3,-83.78,-59,5.22,0.727,K0III,1.029,60.844885,-7.662161,50.080351,-0.00001241,0.00011271,-0.00006307,6.15791175660991,0.684800842952116,0.0000013928697042,-0.000000406176901,,14,And,1,115711,,44.586152794807,,,
115718,116084,221287,,,,Poerava,23.52229,-58.209733,55.2792,181.4,-5.59,0,7.82,4.107,F7V,0.513,28.894288,-3.632398,-46.986336,0.0000048,0.00004839,-0.00000079,6.15812110220514,-1.01595149113449,0.0000008794520165,-0.000000027101084,,,Tuc,1,115718,,1.98243976287264,,,
116361,116727,222404,8974,Gl 903,35Gam Cep,Errai,23.65582,77.632276,14.1024,-48.85,127.18,-43.1,3.21,2.464,K1IV,1.031,3.008186,-0.271815,13.774751,-0.00001816,-0.00000171,-0.00004119,6.19307929772452,1.35493881912783,-0.000000236831483,0.000000616586038,Gam,35,Cep,1,116361,,9.00326431059722,,,
117515,117883,,,,,Uúba,23.911158,-37.627924,77.101,248.75,-70.19,0,9.79,5.355,G8,0.815,61.046878,-1.419958,-47.072569,-0.00001385,0.00009332,-0.00002078,6.25992659627277,-0.656731168543818,0.0000012059740304,-0.000000340290722,,,Scl,1,117515,,0.628058358813318,,,
117951,118319,224693,,,,Axólotl,23.998285,-22.428113,98.4252,148.74,27.53,0,8.23,3.264,G2V,0.639,90.980204,-0.040804,-37.551574,0.00000504,0.00007097,0.00001214,6.28273629572885,-0.391444423144447,0.0000007211118685,0.000000133469206,,,Cet,1,117951,,4.30923322818626,,,
118084,,10361,487,Gl 66A,,p Eridani,1.663003,-56.19462,8.1466,268.8,25.41,19.5,5.8,6.245,K2 V,0.86,4.110128,1.912046,-6.7701,0.00000634,0.00001466,-0.00001601,0.435373049958667,-0.9807811326846,0.0000013031791733,0.000000123186308,,,Eri,1,118084,Gl 66,0.276694164541151,,,
118515,,,,GJ 3470,,Kaewkosin,7.985082,15.392426,23.2558,-173.87,-46.59,0,12.33,10.497,m,,-11.134861,19.461351,6.172756,0.00001632,0.00001095,-0.00000506,2.09048959072268,0.26864852199255,-0.0000008429455464,-0.000000225860149,,,Cnc,1,118515,,0.00551061411139065,,,
118527,,,,GJ 3483,,Maru,8.113936,-66.299883,23.2558,370.37,-289.36,0,13.92,12.087,DQ5,0.05,-4.914249,7.951662,-21.294446,-0.00001983,-0.00004736,-0.00001311,2.12422354122143,-1.1571512578433,0.0000017956044287,-0.000001402856866,,,Vol,1,118527,,0.00127408968591911,,,
118589,,,,Gl 333.2A,,Ross 686,9.014005,5.242018,24.5278,-229.81,-192.84,-37,12.68,10.732,dM4,1.47,-17.333104,17.206472,2.240759,0.00004451,-0.00000568,-0.00002629,2.35986096948404,0.09149048123455,-0.0000011141503193,-0.000000934895309,,,Hya,1,44135,Gl 333.2,0.00443812980308139,,,
118720,,,,Gl 406,,Wolf 359,10.941484,7.01532,2.3906,-3822.95,-2716.83,13,13.45,16.557,M6,2,-2.282811,0.649334,0.292057,-0.00000433,0.00004728,-0.00002961,2.86447368676996,0.12244043730895,-0.0000185341846008,-0.000013171553821,,,Leo,1,118720,,0.000020758692705,,,
118742,,98231,4375,Gl 423A,53Xi  UMa,Alula Australis,11.303118,31.528783,10.4167,-425.24,-581.01,-15.9,4.33,4.241,G0 Ve,0.59,-8.73089,1.610966,5.446747,0.00000243,0.00002139,-0.00003351,2.95914941591524,0.55028106395935,-0.0000020616216952,-0.000002816820813,Xi,53,UMa,1,118742,Gl 423,1.75226586188571,,,
119058,,144070,5978,GJ 9540A,Xi  Sco,Graffias,16.072774,-11.374611,24.3309,-61.63,-33.19,-32.2,4.84,2.909,F6 IV-V,0.45,-11.530023,-20.879358,-4.798287,0.00000962,0.00003245,0.00000266,4.20784235746643,-0.1985244135134,-0.0000002987906713,-0.000000160890268,Xi,,Sco,1,119058,GJ 9540,5.97585429715573,,,
119127,,154906,6370,GJ 9584A,21Mu  Dra,Alrakis,17.088714,54.469093,23.2558,-76,79.53,-14.3,5.63,3.797,F7 V,0.47,-3.193886,-13.13167,18.925026,-0.00000459,0.00001737,-0.00000669,4.47381476908014,0.95066502064635,-0.0000003684583972,0.000000385552927,Mu,21,Dra,1,119127,GJ 9584,2.63754574088934,,,
119137,,,,GJ 1214,,Onkaria,17.255194,4.961607,12.9199,540.56,-707.03,0,14.67,14.114,m,1.74,-2.493928,-12.627569,1.117419,0.00003247,-0.00001033,-0.00004412,4.51739916144158,0.08659637233415,0.0000026207088316,-0.000003427773317,,,Oph,1,119137,,0.00019696996149,,,
119518,,,,Gl 866A,,EZ Aqr,22.642562,-15.302542,3.3979,2361.37,2233.03,-60,12.66,15.004,M5  e,1.98,3.069893,-1.139264,-0.895949,-0.0000328,0.00005369,0.0000517,5.92780878124043,-0.26707974928385,0.0000114482448085,0.000010826054323,,,Aqr,1,119518,Gl 866,0.0000867760744991,,,
119585,,,,Gl 905,,Ross 248,23.698379,44.174924,3.1686,84.26,-1607.79,-77.7,12.29,14.786,dM6  e,1.9,2.262649,-0.179022,2.205274,-0.00003953,0.00000443,-0.0000731,6.20422115120036,0.77099787597905,0.0000004085040072,-0.000007794800419,,,And,1,119585,,0.0001060718149635,,,
